grid,position,points,laps,fastestLapTime,fastestLapSpeed,statusId
8,4.0,12.0,57,1:28.997,214.51,1
6,5.0,10.0,57,1:32.288,206.861,1
19,6.0,8.0,57,1:32.862,205.582,1
10,7.0,6.0,57,1:32.833,205.646,1
16,8.0,4.0,57,1:32.725,205.886,1
7,9.0,2.0,57,1:31.671,208.253,1
5,10.0,1.0,57,1:31.516,208.606,1
13,11.0,0.0,57,1:32.955,205.376,1
14,12.0,0.0,57,1:32.452,206.494,1
9,13.0,0.0,57,1:32.780,205.764,1
12,14.0,0.0,56,1:31.684,208.223,11
17,15.0,0.0,56,1:32.711,205.917,11
21,16.0,0.0,56,1:32.673,206.001,11
2,1.0,25.0,57,1:34.482,206.21,1
4,2.0,18.0,57,1:35.158,204.745,1
1,3.0,15.0,57,1:34.677,205.785,1
5,4.0,12.0,57,1:36.064,202.814,1
9,5.0,10.0,57,1:36.095,202.749,1
10,6.0,8.0,57,1:35.504,204.004,1
15,7.0,6.0,56,1:35.678,203.633,11
7,8.0,4.0,56,1:37.560,199.704,11
6,9.0,2.0,56,1:37.077,200.698,11
12,10.0,1.0,56,1:36.121,202.694,11
22,11.0,0.0,56,1:36.730,201.418,11
17,12.0,0.0,56,1:38.003,198.802,11
16,13.0,0.0,56,1:35.448,204.123,11
21,14.0,0.0,56,1:35.360,204.312,11
8,15.0,0.0,56,1:35.188,204.681,11
18,16.0,0.0,56,1:36.067,202.808,11
20,17.0,0.0,56,1:36.685,201.512,11
1,1.0,25.0,56,1:40.418,195.419,1
4,2.0,18.0,56,1:40.610,195.046,1
6,3.0,15.0,56,1:41.546,193.248,1
2,4.0,12.0,56,1:41.015,194.264,1
3,5.0,10.0,56,1:40.593,195.079,1
10,6.0,8.0,56,1:41.815,192.737,1
22,7.0,6.0,56,1:40.662,194.945,1
9,8.0,4.0,56,1:40.399,195.456,1
8,9.0,2.0,56,1:41.485,193.364,1
5,10.0,1.0,56,1:41.558,193.225,1
7,11.0,0.0,56,1:41.846,192.679,1
11,12.0,0.0,56,1:42.226,191.962,1
12,13.0,0.0,56,1:40.298,195.652,1
18,14.0,0.0,55,1:40.368,195.516,11
13,15.0,0.0,55,1:39.824,196.581,11
15,16.0,0.0,55,1:43.269,190.024,11
17,17.0,0.0,55,1:42.311,191.803,11
21,18.0,0.0,55,1:41.489,193.356,11
14,19.0,0.0,55,1:39.923,196.387,11
16,20.0,0.0,55,1:40.582,195.1,11
20,21.0,0.0,55,1:42.009,192.371,11
19,22.0,0.0,55,1:42.232,191.951,11
1,1.0,25.0,53,1:39.094,212.452,1
10,2.0,18.0,53,1:40.266,209.969,1
3,3.0,15.0,53,1:40.101,210.315,1
2,4.0,12.0,53,1:41.159,208.115,1
4,5.0,10.0,53,1:39.743,211.07,1
14,6.0,8.0,52,1:40.347,209.799,11
17,7.0,6.0,52,1:41.832,206.74,11
15,8.0,4.0,52,1:42.026,206.347,11
6,9.0,2.0,52,1:41.897,206.608,11
12,10.0,1.0,52,1:41.720,206.968,11
5,11.0,0.0,52,1:41.179,208.074,11
11,12.0,0.0,52,1:42.205,205.986,11
18,13.0,0.0,52,1:42.660,205.073,11
22,14.0,0.0,52,1:42.050,206.298,11
8,15.0,0.0,52,1:42.344,205.706,11
19,16.0,0.0,52,1:42.253,205.889,11
16,17.0,0.0,52,1:42.378,205.637,11
20,18.0,0.0,51,1:41.907,206.588,12
4,1.0,25.0,66,1:28.816,188.682,1
5,2.0,18.0,66,1:28.538,189.274,1
6,3.0,15.0,66,1:27.974,190.488,1
3,4.0,12.0,66,1:28.209,189.98,1
7,5.0,10.0,66,1:29.081,188.12,1
8,6.0,8.0,66,1:29.663,186.899,1
9,7.0,6.0,66,1:29.801,186.612,1
18,8.0,4.0,66,1:29.238,187.789,1
12,9.0,2.0,65,1:30.260,185.663,11
13,10.0,1.0,65,1:26.948,192.735,11
16,11.0,0.0,65,1:30.139,185.912,11
19,12.0,0.0,65,1:29.715,186.791,11
17,13.0,0.0,65,1:29.779,186.658,11
15,14.0,0.0,65,1:28.716,188.894,11
20,15.0,0.0,65,1:29.905,186.396,11
21,16.0,0.0,65,1:31.182,183.786,11
22,17.0,0.0,65,1:29.402,187.445,11
3,1.0,25.0,78,1:17.939,154.135,1
1,2.0,18.0,78,1:18.294,153.437,1
7,3.0,15.0,78,1:18.446,153.139,1
4,4.0,12.0,78,1:18.005,154.005,1
9,5.0,10.0,78,1:19.170,151.739,1
5,6.0,8.0,78,1:19.232,151.62,1
2,7.0,6.0,78,1:18.763,152.523,1
6,8.0,4.0,77,1:18.519,152.997,11
13,9.0,2.0,77,1:19.670,150.786,11
14,10.0,1.0,77,1:19.213,151.656,11
12,11.0,0.0,77,1:19.131,151.814,11
10,12.0,0.0,77,1:19.223,151.637,11
15,13.0,0.0,76,1:20.219,149.755,12
20,14.0,0.0,76,1:20.372,149.469,12
19,15.0,0.0,74,1:19.868,150.413,14
1,1.0,25.0,70,1:15.981,206.625,1
3,2.0,18.0,70,1:16.297,205.769,1
7,3.0,15.0,70,1:16.938,204.055,1
5,4.0,12.0,70,1:16.319,205.71,1
2,5.0,10.0,70,1:15.599,207.669,1
6,6.0,8.0,70,1:16.919,204.105,1
4,7.0,6.0,70,1:16.506,205.207,1
9,8.0,4.0,69,1:16.604,204.944,11
20,9.0,2.0,69,1:16.578,205.014,11
11,10.0,1.0,69,1:16.559,205.065,11
10,11.0,0.0,69,1:17.307,203.081,11
15,12.0,0.0,69,1:16.942,204.044,11
13,13.0,0.0,68,1:17.728,201.981,12
14,14.0,0.0,68,1:17.281,203.149,12
21,15.0,0.0,68,1:18.100,201.019,12
22,16.0,0.0,68,1:18.224,200.7,12
17,17.0,0.0,68,1:18.282,200.551,12
18,18.0,0.0,68,1:17.883,201.579,12
19,19.0,0.0,68,1:18.658,199.593,12
1,1.0,25.0,51,1:46.485,202.946,1
3,2.0,18.0,51,1:47.028,201.917,1
7,3.0,15.0,51,1:46.990,201.988,1
4,4.0,12.0,51,1:47.181,201.629,1
10,5.0,10.0,51,1:46.822,202.306,1
8,6.0,8.0,51,1:47.604,200.836,1
2,7.0,6.0,51,1:47.736,200.59,1
9,8.0,4.0,51,1:46.973,202.021,1
12,9.0,2.0,51,1:48.012,200.077,1
5,10.0,1.0,51,1:47.761,200.543,1
19,11.0,0.0,51,1:47.622,200.802,1
15,12.0,0.0,50,1:47.708,200.642,11
11,13.0,0.0,50,1:47.943,200.205,11
22,14.0,0.0,50,1:49.282,197.752,11
21,15.0,0.0,50,1:47.583,200.875,11
14,16.0,0.0,50,1:47.563,200.912,11
20,17.0,0.0,50,1:48.898,198.449,11
16,18.0,0.0,49,1:51.365,194.053,12
1,1.0,25.0,71,1:08.411,227.647,1
8,2.0,18.0,71,1:09.618,223.7,1
4,3.0,15.0,71,1:08.876,226.11,1
6,4.0,12.0,71,1:08.491,227.381,1
5,5.0,10.0,71,1:08.770,226.459,1
3,6.0,8.0,71,1:10.001,222.476,1
13,7.0,6.0,71,1:09.925,222.718,1
15,8.0,4.0,71,1:10.138,222.042,1
7,9.0,2.0,70,1:10.210,221.814,11
12,10.0,1.0,70,1:10.859,219.782,11
11,11.0,0.0,70,1:09.694,223.456,11
19,12.0,0.0,70,1:10.228,221.757,11
21,13.0,0.0,70,1:10.415,221.168,11
17,14.0,0.0,70,1:10.450,221.058,11
18,15.0,0.0,70,1:10.704,220.264,11
20,16.0,0.0,70,1:10.342,221.398,11
16,17.0,0.0,69,1:10.120,222.099,23
14,18.0,0.0,64,1:11.020,219.284,84
2,19.0,0.0,64,1:10.309,221.502,23
0,20.0,0.0,63,1:09.899,222.801,23
1,1.0,25.0,52,1:35.771,221.44,1
3,2.0,18.0,52,1:36.407,219.979,1
2,3.0,15.0,52,1:35.548,221.957,1
4,4.0,12.0,52,1:36.013,220.882,1
5,5.0,10.0,52,1:36.994,218.648,1
10,6.0,8.0,52,1:37.900,216.625,1
8,7.0,6.0,52,1:37.618,217.25,1
7,8.0,4.0,52,1:37.401,217.734,1
11,9.0,2.0,52,1:36.933,218.786,1
15,10.0,1.0,52,1:37.667,217.141,1
12,11.0,0.0,51,1:36.141,220.588,11
17,12.0,0.0,51,1:37.907,216.609,11
9,13.0,0.0,51,1:35.669,221.676,11
6,14.0,0.0,51,1:37.383,217.775,11
21,15.0,0.0,51,1:38.710,214.847,11
14,16.0,0.0,51,1:37.713,217.039,11
16,17.0,0.0,49,1:37.619,217.248,6
2,1.0,25.0,70,1:23.849,188.095,1
1,2.0,18.0,70,1:23.670,188.497,1
3,3.0,15.0,70,1:24.608,186.407,1
5,4.0,12.0,70,1:24.383,186.904,1
4,5.0,10.0,70,1:24.687,186.234,1
14,6.0,8.0,70,1:23.086,189.822,1
7,7.0,6.0,69,1:24.958,185.639,11
6,8.0,4.0,69,1:25.103,185.323,11
10,9.0,2.0,69,1:25.273,184.954,11
9,10.0,1.0,69,1:25.392,184.696,11
13,11.0,0.0,69,1:25.021,185.502,11
17,12.0,0.0,69,1:25.743,183.94,11
15,13.0,0.0,69,1:25.955,183.486,11
11,14.0,0.0,69,1:25.958,183.48,11
19,15.0,0.0,69,1:26.230,182.901,11
12,16.0,0.0,69,1:24.669,186.273,11
16,17.0,0.0,69,1:25.676,184.084,11
18,18.0,0.0,68,1:25.296,184.904,12
20,19.0,0.0,68,1:26.524,182.28,12
22,20.0,0.0,68,1:25.475,184.517,12
21,21.0,0.0,68,1:27.791,179.649,12
2,1.0,25.0,67,1:18.746,209.107,1
3,2.0,18.0,67,1:18.442,209.918,1
4,3.0,15.0,67,1:18.910,208.673,1
1,4.0,12.0,67,1:19.122,208.114,1
6,5.0,10.0,67,1:18.710,209.203,1
5,6.0,8.0,67,1:19.572,206.937,1
8,7.0,6.0,67,1:20.056,205.686,1
12,8.0,4.0,66,1:19.781,206.395,11
7,9.0,2.0,66,1:20.442,204.699,11
9,10.0,1.0,66,1:19.606,206.848,11
11,11.0,0.0,66,1:19.883,206.131,11
13,12.0,0.0,66,1:20.132,205.49,11
20,13.0,0.0,66,1:20.250,205.188,11
15,14.0,0.0,66,1:19.957,205.94,11
18,15.0,0.0,66,1:19.585,206.903,11
16,16.0,0.0,66,1:21.649,201.673,11
17,17.0,0.0,65,1:20.710,204.019,12
22,18.0,0.0,65,1:21.212,202.758,12
14,19.0,0.0,65,1:21.127,202.97,12
19,20.0,0.0,65,1:21.845,201.19,12
1,1.0,25.0,44,1:51.746,225.64,1
5,2.0,18.0,44,1:52.461,224.205,1
21,3.0,15.0,44,1:51.583,225.969,1
7,4.0,12.0,44,1:53.530,222.094,1
6,5.0,10.0,44,1:53.414,222.321,1
4,6.0,8.0,44,1:52.728,223.674,1
22,7.0,6.0,44,1:54.484,220.243,1
8,8.0,4.0,44,1:54.120,220.946,1
3,9.0,2.0,44,1:53.498,222.157,1
10,10.0,1.0,44,1:54.342,220.517,1
2,11.0,0.0,44,1:53.281,222.582,1
18,12.0,0.0,44,1:54.335,220.53,1
11,13.0,0.0,44,1:53.803,221.561,1
19,14.0,0.0,44,1:52.081,224.965,1
13,15.0,0.0,44,1:53.251,222.641,1
17,16.0,0.0,43,1:55.734,217.865,11
16,17.0,0.0,43,1:56.152,217.081,11
2,1.0,25.0,53,1:26.599,240.82,1
1,2.0,18.0,53,1:26.303,241.646,1
3,3.0,15.0,53,1:26.310,241.626,1
4,4.0,12.0,53,1:26.016,242.452,1
6,5.0,10.0,53,1:25.919,242.726,1
5,6.0,8.0,53,1:26.708,240.517,1
7,7.0,6.0,53,1:26.405,241.361,1
8,8.0,4.0,53,1:26.920,239.93,1
11,9.0,2.0,53,1:26.400,241.375,1
9,10.0,1.0,53,1:26.954,239.837,1
17,11.0,0.0,52,1:27.227,239.086,11
14,12.0,0.0,52,1:26.354,241.503,11
10,13.0,0.0,52,1:27.106,239.418,11
12,14.0,0.0,52,1:25.340,244.373,11
15,15.0,0.0,52,1:26.751,240.398,11
19,16.0,0.0,52,1:28.552,235.509,11
21,17.0,0.0,52,1:27.618,238.019,11
22,18.0,0.0,51,1:28.534,235.556,12
1,1.0,25.0,61,1:50.296,165.318,1
2,2.0,18.0,61,1:47.187,170.113,1
3,3.0,15.0,61,1:47.752,169.221,1
5,4.0,12.0,61,1:48.204,168.515,1
22,5.0,10.0,61,1:47.345,169.863,1
4,6.0,8.0,61,1:49.050,167.207,1
9,7.0,6.0,61,1:51.249,163.902,1
17,8.0,4.0,61,1:51.517,163.508,1
7,9.0,2.0,61,1:50.944,164.353,1
15,10.0,1.0,61,1:50.858,164.48,1
13,11.0,0.0,60,1:51.075,164.159,11
11,12.0,0.0,60,1:51.455,163.599,11
16,13.0,0.0,60,1:51.683,163.265,11
6,14.0,0.0,60,1:50.532,164.965,11
18,15.0,0.0,60,1:51.777,163.128,11
19,16.0,0.0,60,1:52.021,162.773,11
14,17.0,0.0,60,1:50.963,164.325,11
21,18.0,0.0,59,1:51.748,163.17,12
4,1.0,25.0,56,1:37.449,204.771,1
3,2.0,18.0,56,1:37.376,204.925,1
2,3.0,15.0,56,1:36.424,206.948,1
6,4.0,12.0,56,1:37.466,204.736,1
11,5.0,10.0,56,1:39.199,201.159,1
7,6.0,8.0,56,1:39.328,200.898,1
22,7.0,6.0,56,1:38.291,203.017,1
8,8.0,4.0,56,1:37.793,204.051,1
9,9.0,2.0,56,1:38.740,202.094,1
19,10.0,1.0,56,1:39.350,200.853,1
16,11.0,0.0,56,1:39.243,201.07,1
17,12.0,0.0,55,1:39.781,199.985,11
10,13.0,0.0,55,1:39.920,199.707,11
15,14.0,0.0,55,1:39.798,199.951,11
21,15.0,0.0,55,1:39.653,200.242,11
20,16.0,0.0,55,1:41.467,196.662,11
1,1.0,25.0,53,1:36.049,217.651,1
3,2.0,18.0,53,1:36.386,216.89,1
2,3.0,15.0,53,1:35.152,219.703,1
6,4.0,12.0,53,1:35.118,219.781,1
8,5.0,10.0,53,1:35.990,217.785,1
4,6.0,8.0,53,1:35.511,218.877,1
5,7.0,6.0,53,1:36.756,216.061,1
9,8.0,4.0,53,1:37.351,214.74,1
12,9.0,2.0,53,1:37.785,213.787,1
11,10.0,1.0,53,1:37.844,213.658,1
7,11.0,0.0,53,1:37.020,215.473,1
16,12.0,0.0,52,1:37.978,213.366,11
13,13.0,0.0,52,1:37.597,214.199,11
17,14.0,0.0,52,1:38.036,213.24,11
18,15.0,0.0,52,1:38.496,212.244,11
15,16.0,0.0,52,1:38.208,212.866,11
14,17.0,0.0,52,1:37.723,213.923,11
22,18.0,0.0,52,1:37.177,215.124,11
19,19.0,0.0,52,1:38.544,212.14,11
10,20.0,0.0,52,1:37.775,213.809,11
20,21.0,0.0,52,1:38.380,212.494,11
21,22.0,0.0,52,1:38.000,213.318,11
1,1.0,25.0,56,1:42.386,193.842,1
2,2.0,18.0,56,1:41.897,194.773,1
3,3.0,15.0,56,1:42.555,193.523,1
6,4.0,12.0,56,1:39.877,198.712,1
12,5.0,10.0,56,1:43.502,191.752,1
10,6.0,8.0,56,1:42.832,193.002,1
9,7.0,6.0,55,1:43.414,191.915,11
11,8.0,4.0,55,1:43.925,190.972,11
19,9.0,2.0,55,1:44.468,189.979,11
17,10.0,1.0,55,1:44.335,190.221,11
13,11.0,0.0,55,1:42.475,193.674,11
18,12.0,0.0,55,1:44.730,189.504,11
15,13.0,0.0,55,1:44.724,189.515,11
16,14.0,0.0,55,1:45.140,188.765,11
21,15.0,0.0,55,1:44.117,190.62,11
8,16.0,0.0,55,1:44.977,189.058,11
20,17.0,0.0,55,1:45.451,188.208,11
22,18.0,0.0,54,1:43.585,191.599,12
1,1.0,25.0,71,1:22.596,187.592,1
2,2.0,18.0,71,1:22.792,187.148,1
4,3.0,15.0,71,1:21.134,190.972,1
3,4.0,12.0,71,1:22.887,186.934,1
7,5.0,10.0,71,1:22.497,187.817,1
6,6.0,8.0,71,1:22.512,187.783,1
5,7.0,6.0,71,1:23.288,186.034,1
8,8.0,4.0,71,1:23.540,185.472,1
9,9.0,2.0,71,1:23.576,185.392,1
12,10.0,1.0,71,1:23.607,185.324,1
15,11.0,0.0,70,1:24.340,183.713,11
13,12.0,0.0,70,1:23.777,184.948,11
11,13.0,0.0,70,1:23.668,185.189,11
21,14.0,0.0,70,1:24.574,183.205,11
19,15.0,0.0,70,1:23.657,185.213,11
10,16.0,0.0,70,1:24.467,183.437,11
14,17.0,0.0,70,1:23.146,186.351,11
18,18.0,0.0,70,1:23.618,185.299,11
17,19.0,0.0,70,1:23.456,185.659,11
22,20.0,0.0,70,1:23.278,186.056,11
20,21.0,0.0,69,1:24.964,182.364,12
1,1.0,25.0,71,1:25.639,181.137,1
2,2.0,18.0,71,1:26.222,179.912,1
4,3.0,15.0,71,1:25.305,181.846,1
9,4.0,12.0,71,1:27.093,178.113,1
5,5.0,10.0,71,1:26.195,179.968,1
15,6.0,8.0,71,1:27.153,177.99,1
8,7.0,6.0,71,1:26.728,178.862,1
6,8.0,4.0,71,1:25.532,181.363,1
21,9.0,2.0,71,1:27.547,177.189,1
10,10.0,1.0,71,1:27.104,178.09,1
11,11.0,0.0,71,1:26.062,180.246,1
22,12.0,0.0,71,1:27.796,176.686,1
14,13.0,0.0,71,1:27.476,177.333,1
18,14.0,0.0,71,1:26.524,179.284,1
19,15.0,0.0,71,1:27.919,176.439,1
17,16.0,0.0,71,1:26.983,178.338,1
1,1.0,25.0,55,1:45.137,190.174,1
2,2.0,18.0,55,1:45.261,189.95,1
5,3.0,15.0,55,1:43.729,192.756,1
6,4.0,12.0,55,1:45.187,190.084,1
3,5.0,10.0,55,1:44.889,190.624,1
4,6.0,8.0,55,1:45.163,190.127,1
7,7.0,6.0,55,1:45.949,188.717,1
8,8.0,4.0,55,1:45.249,189.972,1
10,9.0,2.0,55,1:45.675,189.206,1
9,10.0,1.0,55,1:44.495,191.343,1
14,11.0,0.0,55,1:44.970,190.477,1
13,12.0,0.0,55,1:45.928,188.754,1
20,13.0,0.0,54,1:46.189,188.29,11
16,14.0,0.0,54,1:46.145,188.368,11
22,15.0,0.0,54,1:46.216,188.242,11
19,16.0,0.0,54,1:46.287,188.117,11
15,17.0,0.0,54,1:45.715,189.134,11
2,1.0,25.0,57,1:26.638,220.351,1
1,2.0,18.0,57,1:27.033,219.351,1
3,3.0,15.0,57,1:26.593,220.465,1
4,4.0,12.0,57,1:26.538,220.605,1
5,5.0,10.0,57,1:26.964,219.525,1
7,6.0,8.0,57,1:28.045,216.83,1
10,7.0,6.0,56,1:28.336,216.115,11
8,8.0,4.0,56,1:27.677,217.74,11
9,9.0,2.0,56,1:26.711,220.165,11
13,10.0,1.0,56,1:28.475,215.776,11
11,11.0,0.0,56,1:28.486,215.749,11
16,12.0,0.0,55,1:29.052,214.378,12
18,13.0,0.0,55,1:29.440,213.448,12
1,1.0,25.0,56,1:35.378,205.745,1
2,2.0,18.0,56,1:35.423,205.648,1
16,3.0,15.0,56,1:36.722,202.886,1
5,4.0,12.0,56,1:36.791,202.741,1
4,5.0,10.0,56,1:36.003,204.406,1
3,6.0,8.0,56,1:35.849,204.734,1
11,7.0,6.0,56,1:37.398,201.478,1
12,8.0,4.0,55,1:37.528,201.209,11
8,9.0,2.0,55,1:36.531,203.288,11
17,10.0,1.0,55,1:37.036,202.23,11
19,11.0,0.0,55,1:37.551,201.162,11
7,12.0,0.0,55,1:38.015,200.21,11
20,13.0,0.0,55,1:38.181,199.871,11
6,14.0,0.0,55,1:36.511,203.33,11
14,15.0,0.0,55,1:39.732,196.763,11
3,1.0,25.0,57,1:33.826,207.652,1
2,2.0,18.0,57,1:32.798,209.952,1
1,3.0,15.0,57,1:34.087,207.076,1
5,4.0,12.0,57,1:33.720,207.887,1
4,5.0,10.0,57,1:33.495,208.387,1
8,6.0,8.0,57,1:34.256,206.705,1
18,7.0,6.0,57,1:34.609,205.933,1
9,8.0,4.0,57,1:34.948,205.198,1
7,9.0,2.0,57,1:35.372,204.286,1
14,10.0,1.0,57,1:35.179,204.7,1
13,11.0,0.0,56,1:36.786,201.301,11
11,12.0,0.0,56,1:34.985,205.118,11
10,13.0,0.0,56,1:35.552,203.901,11
15,14.0,0.0,54,1:35.595,203.809,131
3,1.0,25.0,52,1:37.367,216.221,1
1,2.0,18.0,52,1:37.312,216.343,1
2,3.0,15.0,52,1:36.844,217.388,1
4,4.0,12.0,52,1:38.398,213.955,1
7,5.0,10.0,52,1:38.429,213.888,1
9,6.0,8.0,52,1:38.661,213.385,1
10,7.0,6.0,52,1:38.745,213.203,1
8,8.0,4.0,52,1:38.418,213.912,1
6,9.0,2.0,51,1:38.232,214.317,11
14,10.0,1.0,51,1:38.858,212.96,11
11,11.0,0.0,51,1:38.870,212.934,11
12,12.0,0.0,51,1:38.300,214.168,11
13,13.0,0.0,51,1:39.566,211.445,11
20,14.0,0.0,51,1:39.790,210.971,11
18,15.0,0.0,51,1:39.835,210.875,11
17,16.0,0.0,50,1:40.922,208.604,12
1,1.0,25.0,66,1:23.593,200.471,1
2,2.0,18.0,66,1:23.674,200.277,1
6,3.0,15.0,66,1:23.686,200.248,1
8,4.0,12.0,65,1:25.755,195.417,11
10,5.0,10.0,65,1:26.276,194.237,11
13,6.0,8.0,65,1:26.703,193.28,11
12,7.0,6.0,65,1:26.186,194.439,11
15,8.0,4.0,65,1:26.476,193.787,11
19,9.0,2.0,65,1:25.976,194.914,11
14,10.0,1.0,65,1:26.871,192.906,11
16,11.0,0.0,64,1:26.213,194.379,12
7,12.0,0.0,64,1:23.894,199.752,12
9,13.0,0.0,64,1:26.472,193.796,12
11,14.0,0.0,64,1:26.371,194.023,12
17,15.0,0.0,64,1:24.843,197.517,12
18,16.0,0.0,64,1:26.838,192.98,12
2,1.0,25.0,78,1:15.238,159.669,1
1,2.0,18.0,78,1:15.527,159.058,1
5,3.0,15.0,78,1:15.756,158.577,1
3,4.0,12.0,78,1:16.439,157.16,1
4,5.0,10.0,78,1:16.329,157.387,1
6,6.0,8.0,78,1:16.649,156.73,1
13,7.0,6.0,78,1:15.825,158.433,1
8,8.0,4.0,78,1:17.095,155.823,1
14,9.0,2.0,78,1:16.543,156.947,1
11,10.0,1.0,78,1:16.313,157.42,1
16,11.0,0.0,78,1:16.614,156.801,1
15,12.0,0.0,78,1:16.482,157.072,1
7,13.0,0.0,78,1:14.820,160.561,1
9,14.0,0.0,71,1:16.539,156.955,130
17,15.0,0.0,71,1:16.075,157.912,23
1,1.0,25.0,70,1:14.551,210.588,1
3,2.0,18.0,70,1:15.894,206.862,1
6,3.0,15.0,70,1:16.165,206.126,1
2,4.0,12.0,70,1:14.719,210.115,1
8,5.0,10.0,70,1:16.367,205.58,1
9,6.0,8.0,70,1:16.247,205.904,1
4,7.0,6.0,70,1:15.388,208.25,1
10,8.0,4.0,70,1:16.136,206.204,1
17,9.0,2.0,69,1:15.979,206.63,11
14,10.0,1.0,69,1:16.949,204.026,11
15,11.0,0.0,69,1:16.704,204.677,11
18,12.0,0.0,69,1:16.341,205.65,11
19,13.0,0.0,69,1:16.995,203.904,11
16,14.0,0.0,69,1:16.774,204.491,11
20,15.0,0.0,68,1:17.091,203.65,12
12,16.0,0.0,66,1:15.853,206.974,131
10,1.0,25.0,51,1:44.882,206.048,1
2,2.0,18.0,51,1:43.925,207.946,1
8,3.0,15.0,51,1:45.108,205.605,1
4,4.0,12.0,51,1:43.441,208.919,1
1,5.0,10.0,51,1:43.469,208.862,1
7,6.0,8.0,51,1:45.634,204.581,1
12,7.0,6.0,51,1:46.312,203.277,1
15,8.0,4.0,51,1:45.866,204.133,1
19,9.0,2.0,51,1:45.168,205.488,1
14,10.0,1.0,51,1:47.120,201.743,1
17,11.0,0.0,51,1:47.186,201.619,1
18,12.0,0.0,51,1:46.648,202.636,1
16,13.0,0.0,50,1:46.831,202.289,11
3,14.0,0.0,46,1:45.542,204.76,34
1,1.0,25.0,71,1:07.847,229.115,1
2,2.0,18.0,71,1:07.496,230.306,1
4,3.0,15.0,71,1:07.442,230.491,1
8,4.0,12.0,71,1:07.411,230.597,1
3,5.0,10.0,71,1:07.486,230.341,1
6,6.0,8.0,71,1:08.590,226.633,1
7,7.0,6.0,70,1:08.470,227.03,11
9,8.0,4.0,70,1:08.659,226.405,11
17,9.0,2.0,70,1:08.419,227.2,11
18,10.0,1.0,70,1:08.777,226.017,11
16,11.0,0.0,70,1:08.652,226.428,11
13,12.0,0.0,70,1:08.422,227.19,11
11,13.0,0.0,70,1:09.043,225.146,11
20,14.0,0.0,70,1:09.241,224.502,11
19,15.0,0.0,69,1:09.284,224.363,12
14,16.0,0.0,68,1:08.061,228.395,13
1,1.0,25.0,51,1:30.621,234.025,1
9,2.0,18.0,51,1:30.905,233.294,1
2,3.0,15.0,51,1:31.517,231.733,1
4,4.0,12.0,51,1:30.678,233.878,1
19,5.0,10.0,51,1:31.874,230.833,1
5,6.0,8.0,51,1:32.577,229.08,1
3,7.0,6.0,51,1:31.872,230.838,1
7,8.0,4.0,50,1:33.521,226.768,11
6,9.0,2.0,50,1:33.504,226.809,11
14,10.0,1.0,50,1:33.562,226.668,11
8,11.0,0.0,50,1:33.464,226.906,11
16,12.0,0.0,50,1:32.683,228.818,11
10,13.0,0.0,50,1:32.290,229.793,11
18,14.0,0.0,50,1:33.119,227.747,11
12,15.0,0.0,50,1:33.594,226.591,11
15,16.0,0.0,50,1:33.400,227.062,11
17,17.0,0.0,50,1:33.342,227.203,11
1,1.0,25.0,70,1:20.807,195.176,1
2,2.0,18.0,70,1:20.461,196.015,1
3,3.0,15.0,70,1:21.214,194.198,1
4,4.0,12.0,70,1:20.818,195.149,1
5,5.0,10.0,70,1:20.490,195.944,1
7,6.0,8.0,70,1:20.182,196.697,1
9,7.0,6.0,69,1:21.871,192.639,11
13,8.0,4.0,69,1:22.105,192.09,11
11,9.0,2.0,69,1:22.431,191.33,11
8,10.0,1.0,69,1:21.960,192.43,11
16,11.0,0.0,69,1:21.631,193.206,11
10,12.0,0.0,69,1:21.589,193.305,11
15,13.0,0.0,69,1:22.100,192.102,11
17,14.0,0.0,69,1:22.830,190.409,11
18,15.0,0.0,68,1:23.573,188.716,12
20,16.0,0.0,68,1:21.752,192.92,12
12,17.0,0.0,67,1:21.611,193.253,23
1,1.0,25.0,44,1:46.603,236.526,1
2,2.0,18.0,44,1:46.577,236.583,1
6,3.0,15.0,44,1:47.549,234.445,1
4,4.0,12.0,44,1:47.730,234.051,1
3,5.0,10.0,44,1:47.721,234.071,1
7,6.0,8.0,44,1:48.922,231.49,1
11,7.0,6.0,44,1:49.087,231.14,1
16,8.0,4.0,44,1:49.637,229.98,1
9,9.0,2.0,44,1:49.721,229.804,1
13,10.0,1.0,44,1:49.709,229.829,1
15,11.0,0.0,44,1:50.543,228.095,1
19,12.0,0.0,44,1:49.708,229.831,1
14,13.0,0.0,44,1:49.283,230.725,1
20,14.0,0.0,44,1:49.907,229.415,1
12,15.0,0.0,44,1:49.126,231.057,1
17,16.0,0.0,44,1:50.775,227.618,1
8,17.0,0.0,42,1:48.300,232.819,6
1,1.0,25.0,53,1:23.488,249.793,1
4,2.0,18.0,53,1:23.488,249.095,1
6,3.0,15.0,53,1:23.897,248.576,1
16,4.0,12.0,53,1:23.361,250.174,1
5,5.0,10.0,53,1:25.054,245.194,1
3,6.0,8.0,53,1:25.054,243.482,1
2,7.0,6.0,53,1:25.625,243.559,1
7,8.0,4.0,53,1:25.477,243.981,1
10,9.0,2.0,53,1:24.968,245.442,1
13,10.0,1.0,52,1:24.351,247.238,11
9,11.0,0.0,52,1:26.037,242.393,11
8,12.0,0.0,52,1:25.894,242.796,11
14,13.0,0.0,52,1:26.131,242.128,11
15,14.0,0.0,52,1:26.210,241.906,11
20,15.0,0.0,52,1:25.020,245.292,11
12,16.0,0.0,51,1:26.547,240.965,12
